date,channel,episodeid,clip_url,starttime,endtime,starttime_seconds,endtime_seconds,Social Media Mention,Social Media Platform,CaptionError,CaptionError_Phrase,
2020-03-14,FOXNEWS,FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream,https://archive.org/details/FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream/start/0/end/60,"00:00:51,885","00:00:53,119",51.885,53.119,No,-,No,-,
2020-03-14,FOXNEWS,FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream,https://archive.org/details/FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream/start/0/end/60,"00:00:53,253","00:00:54,921",53.253,54.921,No,-,No,-,
2020-03-14,FOXNEWS,FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream,https://archive.org/details/FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream/start/0/end/60,"00:00:55,055","00:00:57,090",55.055,57.09,No,-,No,-,
2020-03-14,FOXNEWS,FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream,https://archive.org/details/FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream/start/0/end/60,"00:00:57,223","00:00:57,390",57.223,57.39,No,-,No,-,
2020-03-14,FOXNEWS,FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream,https://archive.org/details/FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream/start/0/end/60,"00:00:57,524","00:00:59,926",57.524,59.926,No,-,No,-,
2020-03-14,FOXNEWS,FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream,https://archive.org/details/FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream/start/60/end/120,"00:01:00,060","00:01:02,595",60.06,62.595,No,-,No,-,
2020-03-14,FOXNEWS,FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream,https://archive.org/details/FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream/start/60/end/120,"00:01:02,729","00:01:03,596",62.729,63.596,No,-,No,-,
2020-03-14,FOXNEWS,FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream,https://archive.org/details/FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream/start/60/end/120,"00:01:03,730","00:01:05,165",63.73,65.165,No,-,No,-,
2020-03-14,FOXNEWS,FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream,https://archive.org/details/FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream/start/60/end/120,"00:01:05,298","00:01:11,871",65.298,71.871,No,-,No,-,
2020-03-14,FOXNEWS,FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream,https://archive.org/details/FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream/start/60/end/120,"00:01:12,005","00:01:13,706",72.005,73.706,No,-,No,-,
2020-03-14,FOXNEWS,FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream,https://archive.org/details/FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream/start/60/end/120,"00:01:13,840","00:01:15,341",73.84,75.341,No,-,No,-,
2020-03-14,FOXNEWS,FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream,https://archive.org/details/FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream/start/60/end/120,"00:01:15,475","00:01:18,011",75.475,78.011,No,-,No,-,
2020-03-14,FOXNEWS,FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream,https://archive.org/details/FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream/start/60/end/120,"00:01:18,144","00:01:19,579",78.144,79.579,No,-,No,-,
2020-03-14,FOXNEWS,FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream,https://archive.org/details/FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream/start/60/end/120,"00:01:19,712","00:01:21,481",79.712,81.481,No,-,No,-,
2020-03-14,FOXNEWS,FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream,https://archive.org/details/FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream/start/60/end/120,"00:01:21,614","00:01:23,183",81.614,83.183,No,-,No,-,
2020-03-14,FOXNEWS,FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream,https://archive.org/details/FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream/start/60/end/120,"00:01:23,316","00:01:26,319",83.316,86.319,No,-,No,-,
2020-03-14,FOXNEWS,FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream,https://archive.org/details/FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream/start/60/end/120,"00:01:26,453","00:01:27,887",86.453,87.887,No,-,No,-,
2020-03-14,FOXNEWS,FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream,https://archive.org/details/FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream/start/60/end/120,"00:01:28,021","00:01:29,622",88.021,89.622,No,-,No,-,
2020-03-14,FOXNEWS,FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream,https://archive.org/details/FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream/start/60/end/120,"00:01:29,756","00:01:31,257",89.756,91.257,No,-,No,-,
2020-03-14,FOXNEWS,FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream,https://archive.org/details/FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream/start/60/end/120,"00:01:31,391","00:01:32,992",91.391,92.992,No,-,No,-,
2020-03-14,FOXNEWS,FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream,https://archive.org/details/FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream/start/60/end/120,"00:01:33,126","00:01:34,360",93.126,94.36,No,-,No,-,
2020-03-14,FOXNEWS,FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream,https://archive.org/details/FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream/start/60/end/120,"00:01:34,494","00:01:35,495",94.494,95.495,No,-,No,-,
2020-03-14,FOXNEWS,FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream,https://archive.org/details/FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream/start/60/end/120,"00:01:35,628","00:01:37,097",95.628,97.097,No,-,No,-,
2020-03-14,FOXNEWS,FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream,https://archive.org/details/FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream/start/60/end/120,"00:01:37,230","00:01:38,198",97.23,98.198,No,-,No,-,
2020-03-14,FOXNEWS,FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream,https://archive.org/details/FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream/start/60/end/120,"00:01:38,331","00:01:39,732",98.331,99.732,No,-,No,-,
2020-03-14,FOXNEWS,FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream,https://archive.org/details/FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream/start/60/end/120,"00:01:39,866","00:01:41,101",99.866,101.101,No,-,No,-,
2020-03-14,FOXNEWS,FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream,https://archive.org/details/FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream/start/60/end/120,"00:01:41,234","00:01:42,402",101.234,102.402,No,-,No,-,
2020-03-14,FOXNEWS,FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream,https://archive.org/details/FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream/start/60/end/120,"00:01:42,535","00:01:47,740",102.535,107.74,No,-,No,-,
2020-03-14,FOXNEWS,FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream,https://archive.org/details/FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream/start/60/end/120,"00:01:47,874","00:01:49,342",107.874,109.342,No,-,No,-,
2020-03-14,FOXNEWS,FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream,https://archive.org/details/FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream/start/60/end/120,"00:01:49,476","00:01:52,612",109.476,112.612,No,-,No,-,
2020-03-14,FOXNEWS,FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream,https://archive.org/details/FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream/start/60/end/120,"00:01:52,745","00:01:57,083",112.745,117.083,No,-,No,-,
2020-03-14,FOXNEWS,FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream,https://archive.org/details/FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream/start/60/end/120,"00:01:57,217","00:01:59,652",117.217,119.652,No,-,No,-,
2020-03-14,FOXNEWS,FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream,https://archive.org/details/FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream/start/120/end/180,"00:01:59,786","00:02:02,689",119.786,122.689,No,-,No,-,
2020-03-14,FOXNEWS,FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream,https://archive.org/details/FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream/start/120/end/180,"00:02:02,822","00:02:03,323",122.822,123.323,No,-,No,-,
2020-03-14,FOXNEWS,FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream,https://archive.org/details/FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream/start/120/end/180,"00:02:03,456","00:02:05,358",123.456,125.358,No,-,No,-,
2020-03-14,FOXNEWS,FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream,https://archive.org/details/FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream/start/120/end/180,"00:02:05,492","00:02:07,994",125.492,127.994,No,-,No,-,
2020-03-14,FOXNEWS,FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream,https://archive.org/details/FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream/start/120/end/180,"00:02:08,128","00:02:08,795",128.128,128.795,No,-,No,-,
2020-03-14,FOXNEWS,FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream,https://archive.org/details/FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream/start/120/end/180,"00:02:08,928","00:02:11,197",128.928,131.197,No,-,No,-,
2020-03-14,FOXNEWS,FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream,https://archive.org/details/FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream/start/120/end/180,"00:02:11,331","00:02:12,732",131.331,132.732,No,-,No,-,
2020-03-14,FOXNEWS,FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream,https://archive.org/details/FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream/start/120/end/180,"00:02:12,866","00:02:13,733",132.866,133.733,No,-,No,-,
2020-03-14,FOXNEWS,FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream,https://archive.org/details/FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream/start/120/end/180,"00:02:13,867","00:02:15,235",133.867,135.235,No,-,No,-,
2020-03-14,FOXNEWS,FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream,https://archive.org/details/FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream/start/120/end/180,"00:02:15,368","00:02:17,270",135.368,137.27,No,-,No,-,
2020-03-14,FOXNEWS,FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream,https://archive.org/details/FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream/start/120/end/180,"00:02:17,403","00:02:17,770",137.403,137.77,No,-,No,-,
2020-03-14,FOXNEWS,FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream,https://archive.org/details/FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream/start/120/end/180,"00:02:17,904","00:02:19,305",137.904,139.305,No,-,No,-,
2020-03-14,FOXNEWS,FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream,https://archive.org/details/FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream/start/120/end/180,"00:02:19,439","00:02:20,740",139.439,140.74,No,-,No,-,
2020-03-14,FOXNEWS,FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream,https://archive.org/details/FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream/start/120/end/180,"00:02:20,874","00:02:23,409",140.874,143.409,No,-,No,-,
2020-03-14,FOXNEWS,FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream,https://archive.org/details/FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream/start/120/end/180,"00:02:23,543","00:02:24,110",143.543,144.11,No,-,No,-,
2020-03-14,FOXNEWS,FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream,https://archive.org/details/FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream/start/120/end/180,"00:02:24,244","00:02:25,378",144.244,145.378,No,-,No,-,
2020-03-14,FOXNEWS,FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream,https://archive.org/details/FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream/start/120/end/180,"00:02:25,512","00:02:27,080",145.512,147.08,No,-,No,-,
2020-03-14,FOXNEWS,FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream,https://archive.org/details/FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream/start/120/end/180,"00:02:27,213","00:02:28,515",147.213,148.515,No,-,No,-,
2020-03-14,FOXNEWS,FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream,https://archive.org/details/FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream/start/120/end/180,"00:02:28,648","00:02:30,683",148.648,150.683,No,-,No,-,
2020-03-14,FOXNEWS,FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream,https://archive.org/details/FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream/start/120/end/180,"00:02:30,817","00:02:31,851",150.817,151.851,No,-,No,-,
2020-03-14,FOXNEWS,FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream,https://archive.org/details/FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream/start/120/end/180,"00:02:31,985","00:02:33,887",151.985,153.887,No,-,No,-,
2020-03-14,FOXNEWS,FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream,https://archive.org/details/FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream/start/120/end/180,"00:02:34,020","00:02:35,155",154.02,155.155,No,-,No,-,
2020-03-14,FOXNEWS,FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream,https://archive.org/details/FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream/start/120/end/180,"00:02:35,288","00:02:37,123",155.288,157.123,No,-,No,-,
2020-03-14,FOXNEWS,FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream,https://archive.org/details/FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream/start/120/end/180,"00:02:37,257","00:02:38,791",157.257,158.791,No,-,No,-,
2020-03-14,FOXNEWS,FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream,https://archive.org/details/FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream/start/120/end/180,"00:02:38,925","00:02:41,327",158.925,161.327,No,-,No,-,
2020-03-14,FOXNEWS,FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream,https://archive.org/details/FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream/start/120/end/180,"00:02:41,461","00:02:43,296",161.461,163.296,No,-,No,-,
2020-03-14,FOXNEWS,FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream,https://archive.org/details/FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream/start/120/end/180,"00:02:43,429","00:02:45,031",163.429,165.031,No,-,No,-,
2020-03-14,FOXNEWS,FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream,https://archive.org/details/FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream/start/120/end/180,"00:02:45,165","00:02:48,501",165.165,168.501,No,-,No,-,
2020-03-14,FOXNEWS,FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream,https://archive.org/details/FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream/start/120/end/180,"00:02:48,635","00:02:53,106",168.635,173.106,No,-,No,-,
2020-03-14,FOXNEWS,FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream,https://archive.org/details/FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream/start/120/end/180,"00:02:53,239","00:02:53,907",173.239,173.907,No,-,No,-,
2020-03-14,FOXNEWS,FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream,https://archive.org/details/FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream/start/120/end/180,"00:02:54,040","00:02:56,276",174.04,176.276,No,-,No,-,
2020-03-14,FOXNEWS,FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream,https://archive.org/details/FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream/start/120/end/180,"00:02:56,409","00:02:57,076",176.409,177.076,No,-,No,-,
2020-03-14,FOXNEWS,FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream,https://archive.org/details/FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream/start/120/end/180,"00:02:57,210","00:02:58,711",177.21,178.711,No,-,No,-,
2020-03-14,FOXNEWS,FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream,https://archive.org/details/FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream/start/120/end/180,"00:02:58,845","00:02:59,445",178.845,179.445,No,-,No,-,
2020-03-14,FOXNEWS,FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream,https://archive.org/details/FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream/start/180/end/240,"00:02:59,579","00:03:00,980",179.579,180.98,No,-,No,-,
2020-03-14,FOXNEWS,FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream,https://archive.org/details/FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream/start/180/end/240,"00:03:01,114","00:03:02,982",181.114,182.982,No,-,No,-,
2020-03-14,FOXNEWS,FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream,https://archive.org/details/FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream/start/180/end/240,"00:03:03,116","00:03:04,050",183.116,184.05,No,-,No,-,
2020-03-14,FOXNEWS,FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream,https://archive.org/details/FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream/start/180/end/240,"00:03:04,184","00:03:05,818",184.184,185.818,No,-,No,-,
2020-03-14,FOXNEWS,FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream,https://archive.org/details/FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream/start/180/end/240,"00:03:05,952","00:03:07,153",185.952,187.153,No,-,No,-,
2020-03-14,FOXNEWS,FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream,https://archive.org/details/FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream/start/180/end/240,"00:03:07,287","00:03:08,755",187.287,188.755,No,-,No,-,
2020-03-14,FOXNEWS,FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream,https://archive.org/details/FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream/start/180/end/240,"00:03:08,888","00:03:09,956",188.888,189.956,No,-,No,-,
2020-03-14,FOXNEWS,FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream,https://archive.org/details/FOXNEWSW_20200314_030000_Fox_News_at_Night_With_Shannon_Bream/start/180/end/240,"00:03:10,089","00:03:11,157",190.089,191.157,No,-,No,-,
