date,channel,episodeid,clip_url,starttime,endtime,starttime_seconds,endtime_seconds,Social Media Mention,Social Media Platform,CaptionError,CaptionError_Phrase
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/0/end/60,"00:00:32,949","00:00:34,384",32.949,34.384,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/0/end/60,"00:00:34,517","00:00:35,018",34.517,35.018,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/0/end/60,"00:00:35,151","00:00:36,820",35.151,36.82,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/0/end/60,"00:00:36,953","00:00:38,755",36.953,38.755,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/0/end/60,"00:00:38,888","00:00:40,356",38.888,40.356,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/0/end/60,"00:00:40,490","00:00:41,825",40.49,41.825,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/0/end/60,"00:00:41,958","00:00:44,561",41.958,44.561,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/0/end/60,"00:00:44,694","00:00:45,595",44.694,45.595,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/0/end/60,"00:00:45,729","00:00:47,530",45.729,47.53,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/0/end/60,"00:00:47,664","00:00:48,698",47.664,48.698,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/0/end/60,"00:00:48,832","00:00:49,299",48.832,49.299,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/0/end/60,"00:00:49,432","00:00:51,901",49.432,51.901,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/0/end/60,"00:00:52,035","00:00:53,570",52.035,53.57,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/0/end/60,"00:00:53,703","00:00:54,237",53.703,54.237,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/0/end/60,"00:00:54,370","00:00:57,273",54.37,57.273,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/0/end/60,"00:00:57,407","00:00:58,708",57.407,58.708,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/0/end/60,"00:00:58,842","00:00:59,909",58.842,59.909,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/60/end/120,"00:01:00,043","00:01:00,610",60.043,60.61,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/60/end/120,"00:01:00,744","00:01:04,914",60.744,64.914,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/60/end/120,"00:01:05,048","00:01:07,517",65.048,67.517,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/60/end/120,"00:01:07,650","00:01:09,119",67.65,69.119,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/60/end/120,"00:01:09,252","00:01:10,987",69.252,70.987,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/60/end/120,"00:01:11,121","00:01:13,189",71.121,73.189,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/60/end/120,"00:01:13,323","00:01:13,556",73.323,73.556,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/60/end/120,"00:01:13,690","00:01:16,025",73.69,76.025,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/60/end/120,"00:01:16,159","00:01:16,926",76.159,76.926,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/60/end/120,"00:01:17,060","00:01:18,461",77.06,78.461,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/60/end/120,"00:01:18,595","00:01:19,162",78.595,79.162,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/60/end/120,"00:01:19,295","00:01:20,730",79.295,80.73,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/60/end/120,"00:01:20,864","00:01:22,999",80.864,82.999,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/60/end/120,"00:01:23,133","00:01:25,135",83.133,85.135,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/60/end/120,"00:01:25,268","00:01:26,069",85.268,86.069,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/60/end/120,"00:01:26,202","00:01:28,304",86.202,88.304,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/60/end/120,"00:01:28,438","00:01:29,572",88.438,89.572,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/60/end/120,"00:01:29,706","00:01:31,141",89.706,91.141,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/60/end/120,"00:01:31,274","00:01:33,409",91.274,93.409,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/60/end/120,"00:01:33,543","00:01:33,843",93.543,93.843,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/60/end/120,"00:01:33,977","00:01:35,311",93.977,95.311,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/60/end/120,"00:01:35,445","00:01:36,679",95.445,96.679,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/60/end/120,"00:01:36,813","00:01:38,548",96.813,98.548,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/60/end/120,"00:01:38,681","00:01:40,483",98.681,100.483,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/60/end/120,"00:01:40,617","00:01:40,850",100.617,100.85,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/60/end/120,"00:01:40,984","00:01:42,485",100.984,102.485,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/60/end/120,"00:01:42,619","00:01:44,854",102.619,104.854,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/60/end/120,"00:01:44,988","00:01:47,490",104.988,107.49,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/60/end/120,"00:01:47,624","00:01:49,259",107.624,109.259,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/60/end/120,"00:01:49,392","00:01:50,560",109.392,110.56,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/60/end/120,"00:01:50,693","00:01:52,362",110.693,112.362,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/60/end/120,"00:01:52,495","00:01:53,963",112.495,113.963,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/60/end/120,"00:01:54,097","00:01:54,864",114.097,114.864,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/60/end/120,"00:01:54,998","00:01:57,367",114.998,117.367,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/60/end/120,"00:01:57,500","00:02:01,805",117.5,121.805,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/120/end/180,"00:02:01,938","00:02:02,806",121.938,122.806,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/120/end/180,"00:02:02,939","00:02:04,707",122.939,124.707,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/120/end/180,"00:02:04,841","00:02:06,776",124.841,126.776,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/120/end/180,"00:02:06,910","00:02:11,815",126.91,131.815,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/120/end/180,"00:02:11,948","00:02:15,351",131.948,135.351,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/120/end/180,"00:02:15,485","00:02:16,553",135.485,136.553,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/120/end/180,"00:02:16,686","00:02:18,555",136.686,138.555,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/120/end/180,"00:02:18,688","00:02:19,856",138.688,139.856,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/120/end/180,"00:02:19,989","00:02:21,925",139.989,141.925,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/120/end/180,"00:02:22,058","00:02:24,160",142.058,144.16,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/120/end/180,"00:02:24,294","00:02:25,929",144.294,145.929,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/120/end/180,"00:02:26,062","00:02:26,596",146.062,146.596,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/120/end/180,"00:02:26,729","00:02:28,231",146.729,148.231,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/120/end/180,"00:02:28,364","00:02:28,531",148.364,148.531,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/120/end/180,"00:02:28,665","00:02:29,399",148.665,149.399,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/120/end/180,"00:02:29,532","00:02:30,667",149.532,150.667,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/120/end/180,"00:02:30,800","00:02:31,801",150.8,151.801,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/120/end/180,"00:02:31,935","00:02:35,505",151.935,155.505,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/120/end/180,"00:02:35,638","00:02:36,272",155.638,156.272,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/120/end/180,"00:02:36,406","00:02:38,274",156.406,158.274,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/120/end/180,"00:02:38,408","00:02:39,108",158.408,159.108,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/120/end/180,"00:02:39,242","00:02:40,844",159.242,160.844,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/120/end/180,"00:02:40,977","00:02:42,912",160.977,162.912,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/120/end/180,"00:02:43,046","00:02:44,347",163.046,164.347,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/120/end/180,"00:02:44,480","00:02:46,015",164.48,166.015,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/120/end/180,"00:02:46,149","00:02:47,217",166.149,167.217,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/120/end/180,"00:02:47,350","00:02:48,418",167.35,168.418,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/120/end/180,"00:02:48,551","00:02:49,819",168.551,169.819,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/120/end/180,"00:02:49,953","00:02:52,889",169.953,172.889,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/120/end/180,"00:02:53,022","00:02:53,990",173.022,173.99,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/120/end/180,"00:02:54,123","00:02:55,124",174.123,175.124,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/120/end/180,"00:02:55,258","00:02:56,125",175.258,176.125,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/120/end/180,"00:02:56,259","00:02:57,727",176.259,177.727,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/120/end/180,"00:02:57,861","00:02:59,429",177.861,179.429,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/120/end/180,"00:02:59,562","00:03:00,363",179.562,180.363,No,-,No,-
