filename,time_range,Social Media Logo,Social Media Logo Type,Social Media Screenshot,Social Media Screenshot Type
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000074.jpg,000074,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000075.jpg,000075,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000076.jpg,000076,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000077.jpg,000077,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000078.jpg,000078,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000079.jpg,000079,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000080.jpg,000080,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000081.jpg,000081,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000082.jpg,000082,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000083.jpg,000083,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000084.jpg,000084,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000085.jpg,000085,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000086.jpg,000086,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000087.jpg,000087,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000088.jpg,000088,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000089.jpg,000089,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000090.jpg,000090,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000091.jpg,000091,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000092.jpg,000092,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000093.jpg,000093,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000094.jpg,000094,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000095.jpg,000095,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000096.jpg,000096,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000097.jpg,000097,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000098.jpg,000098,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000099.jpg,000099,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000100.jpg,000100,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000101.jpg,000101,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000102.jpg,000102,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000103.jpg,000103,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000104.jpg,000104,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000105.jpg,000105,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000106.jpg,000106,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000107.jpg,000107,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000108.jpg,000108,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000109.jpg,000109,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000110.jpg,000110,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000111.jpg,000111,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000112.jpg,000112,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000113.jpg,000113,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000114.jpg,000114,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000115.jpg,000115,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000116.jpg,000116,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000117.jpg,000117,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000118.jpg,000118,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000119.jpg,000119,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000120.jpg,000120,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000121.jpg,000121,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000122.jpg,000122,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000123.jpg,000123,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000124.jpg,000124,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000125.jpg,000125,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000126.jpg,000126,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000127.jpg,000127,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000128.jpg,000128,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000129.jpg,000129,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000130.jpg,000130,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000131.jpg,000131,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000132.jpg,000132,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000133.jpg,000133,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000134.jpg,000134,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000135.jpg,000135,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000136.jpg,000136,Yes,Twitter,Yes,Twitter
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000137.jpg,000137,Yes,Twitter,Yes,Twitter
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000138.jpg,000138,Yes,Twitter,Yes,Twitter
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000139.jpg,000139,Yes,Twitter,Yes,Twitter
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000140.jpg,000140,Yes,Twitter,Yes,Twitter
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000141.jpg,000141,Yes,Twitter,Yes,Twitter
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000142.jpg,000142,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000143.jpg,000143,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000144.jpg,000144,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000145.jpg,000145,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000146.jpg,000146,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000147.jpg,000147,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000148.jpg,000148,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000149.jpg,000149,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000150.jpg,000150,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000151.jpg,000151,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000152.jpg,000152,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000153.jpg,000153,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000154.jpg,000154,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000155.jpg,000155,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000156.jpg,000156,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000157.jpg,000157,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000158.jpg,000158,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000159.jpg,000159,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000160.jpg,000160,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000161.jpg,000161,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000162.jpg,000162,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000163.jpg,000163,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000164.jpg,000164,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000165.jpg,000165,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000166.jpg,000166,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000167.jpg,000167,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000168.jpg,000168,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000169.jpg,000169,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000170.jpg,000170,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000171.jpg,000171,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000172.jpg,000172,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000173.jpg,000173,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000174.jpg,000174,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000175.jpg,000175,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000176.jpg,000176,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000177.jpg,000177,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000178.jpg,000178,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000179.jpg,000179,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000180.jpg,000180,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000181.jpg,000181,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000182.jpg,000182,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000183.jpg,000183,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000184.jpg,000184,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000185.jpg,000185,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000186.jpg,000186,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000187.jpg,000187,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000188.jpg,000188,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000189.jpg,000189,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000190.jpg,000190,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000191.jpg,000191,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000192.jpg,000192,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000193.jpg,000193,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000194.jpg,000194,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000195.jpg,000195,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000196.jpg,000196,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000197.jpg,000197,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000198.jpg,000198,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000199.jpg,000199,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000200.jpg,000200,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000201.jpg,000201,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000202.jpg,000202,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000203.jpg,000203,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000204.jpg,000204,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000205.jpg,000205,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000206.jpg,000206,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000207.jpg,000207,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000208.jpg,000208,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000209.jpg,000209,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000210.jpg,000210,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000211.jpg,000211,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000212.jpg,000212,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000213.jpg,000213,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000214.jpg,000214,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000215.jpg,000215,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000216.jpg,000216,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000217.jpg,000217,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000218.jpg,000218,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000219.jpg,000219,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000220.jpg,000220,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000221.jpg,000221,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000222.jpg,000222,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000223.jpg,000223,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000224.jpg,000224,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000225.jpg,000225,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000226.jpg,000226,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000227.jpg,000227,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000228.jpg,000228,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000229.jpg,000229,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000230.jpg,000230,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000231.jpg,000231,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000232.jpg,000232,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000233.jpg,000233,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000234.jpg,000234,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000235.jpg,000235,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000236.jpg,000236,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000237.jpg,000237,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000238.jpg,000238,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000239.jpg,000239,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000240.jpg,000240,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000241.jpg,000241,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000242.jpg,000242,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000243.jpg,000243,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000244.jpg,000244,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000245.jpg,000245,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000246.jpg,000246,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000247.jpg,000247,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000248.jpg,000248,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000249.jpg,000249,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000250.jpg,000250,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000251.jpg,000251,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000252.jpg,000252,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000253.jpg,000253,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000254.jpg,000254,No,N/A,No,N/A
/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon-000255.jpg,000255,No,N/A,No,N/A
